billing_id,customer_id,billing_date,amount_usd
BL00635,CUST0124,2023-11-13,12.0
BL00636,CUST0124,2023-12-13,12.0
BL00637,CUST0124,2024-01-12,12.0
BL00638,CUST0124,2024-02-11,12.0
BL00639,CUST0124,2024-03-12,12.0
BL00640,CUST0124,2024-04-11,12.0
BL00641,CUST0124,2024-05-11,12.0
BL00642,CUST0124,2024-06-10,12.0
BL00643,CUST0125,2023-08-31,12.0
BL00644,CUST0125,2023-09-30,12.0
BL00645,CUST0127,2024-02-24,63.7
BL00646,CUST0127,2024-03-25,63.7
BL00647,CUST0130,2024-03-11,12.0
BL00648,CUST0130,2024-04-10,12.0
BL00649,CUST0130,2024-05-10,12.0
BL00650,CUST0130,2024-06-09,12.0
BL00651,CUST0131,2024-03-29,12.0
BL00652,CUST0131,2024-04-28,12.0
BL00653,CUST0131,2024-05-28,12.0
BL00654,CUST0131,2024-06-27,12.0
BL00655,CUST0132,2023-12-23,12.0
BL00656,CUST0132,2024-01-22,12.0
BL00657,CUST0132,2024-02-21,12.0
BL00658,CUST0132,2024-03-22,12.0
BL00659,CUST0132,2024-04-21,12.0
BL00660,CUST0132,2024-05-21,12.0
BL00661,CUST0132,2024-06-20,12.0
BL00662,CUST0133,2023-03-17,12.0
BL00663,CUST0133,2023-04-16,12.0
BL00664,CUST0134,2024-02-03,12.0
BL00665,CUST0134,2024-03-04,12.0
BL00666,CUST0134,2024-04-03,12.0
BL00667,CUST0134,2024-05-03,12.0
BL00668,CUST0134,2024-06-02,12.0
BL00669,CUST0135,2023-09-23,12.0
BL00670,CUST0135,2023-10-23,12.0
BL00671,CUST0135,2023-11-22,12.0
BL00672,CUST0135,2023-12-22,12.0
BL00673,CUST0135,2024-01-21,12.0
BL00674,CUST0135,2024-02-20,12.0
BL00675,CUST0135,2024-03-21,12.0
BL00676,CUST0135,2024-04-20,12.0
BL00677,CUST0135,2024-05-20,12.0
BL00678,CUST0135,2024-06-19,12.0
BL00679,CUST0137,2023-09-29,63.7
BL00680,CUST0137,2023-10-29,63.7
BL00681,CUST0137,2023-11-28,63.7
BL00682,CUST0137,2023-12-28,63.7
BL00683,CUST0137,2024-01-27,63.7
BL00684,CUST0137,2024-02-26,63.7
BL00685,CUST0137,2024-03-27,63.7
BL00686,CUST0137,2024-04-26,63.7
BL00687,CUST0137,2024-05-26,63.7
BL00688,CUST0137,2024-06-25,63.7
BL00689,CUST0138,2023-11-10,63.7
BL00690,CUST0138,2023-12-10,63.7
BL00691,CUST0138,2024-01-09,63.7
BL00692,CUST0138,2024-02-08,63.7
BL00693,CUST0138,2024-03-09,63.7
BL00694,CUST0138,2024-04-08,63.7
BL00695,CUST0138,2024-05-08,63.7
BL00696,CUST0138,2024-06-07,63.7
BL00697,CUST0139,2023-08-17,49.0
BL00698,CUST0139,2023-09-16,63.7
BL00699,CUST0139,2023-10-16,63.7
BL00700,CUST0139,2023-11-15,63.7
BL00701,CUST0139,2023-12-15,63.7
BL00702,CUST0139,2024-01-14,63.7
BL00703,CUST0139,2024-02-13,63.7
BL00704,CUST0139,2024-03-14,63.7
BL00705,CUST0139,2024-04-13,63.7
BL00706,CUST0139,2024-05-13,63.7
BL00707,CUST0139,2024-06-12,63.7
BL00708,CUST0140,2023-05-13,12.0
BL00709,CUST0140,2023-06-12,12.0
BL00710,CUST0140,2023-07-12,12.0
BL00711,CUST0140,2023-08-11,12.0
BL00712,CUST0140,2023-09-10,12.0
BL00713,CUST0140,2023-10-10,12.0
BL00714,CUST0140,2023-11-09,12.0
BL00715,CUST0140,2023-12-09,12.0
BL00716,CUST0140,2024-01-08,12.0
BL00717,CUST0140,2024-02-07,12.0
BL00718,CUST0140,2024-03-08,12.0
BL00719,CUST0140,2024-04-07,12.0
BL00720,CUST0140,2024-05-07,12.0
BL00721,CUST0140,2024-06-06,12.0
BL00722,CUST0141,2023-09-06,12.0
BL00723,CUST0141,2023-10-06,12.0
BL00724,CUST0141,2023-11-05,12.0
BL00725,CUST0141,2023-12-05,12.0
BL00726,CUST0141,2024-01-04,12.0
BL00727,CUST0141,2024-02-03,12.0
BL00728,CUST0141,2024-03-04,12.0
BL00729,CUST0141,2024-04-03,12.0
BL00730,CUST0141,2024-05-03,12.0
BL00731,CUST0141,2024-06-02,12.0
BL00732,CUST0142,2023-02-09,12.0
BL00733,CUST0142,2023-03-11,12.0
BL00734,CUST0142,2023-04-10,12.0
BL00735,CUST0142,2023-05-10,12.0
BL00736,CUST0142,2023-06-09,12.0
BL00737,CUST0142,2023-07-09,12.0
BL00738,CUST0142,2023-08-08,12.0
BL00739,CUST0142,2023-09-07,12.0
BL00740,CUST0142,2023-10-07,12.0
BL00741,CUST0142,2023-11-06,12.0
BL00742,CUST0142,2023-12-06,12.0
BL00743,CUST0142,2024-01-05,12.0
BL00744,CUST0142,2024-02-04,12.0
BL00745,CUST0142,2024-03-05,12.0
BL00746,CUST0142,2024-04-04,12.0
BL00747,CUST0142,2024-05-04,12.0
BL00748,CUST0142,2024-06-03,12.0
BL00749,CUST0146,2023-10-05,12.0
BL00750,CUST0146,2023-11-04,12.0
BL00751,CUST0146,2023-12-04,12.0
BL00752,CUST0146,2024-01-03,12.0
BL00753,CUST0146,2024-02-02,12.0
BL00754,CUST0146,2024-03-03,12.0
BL00755,CUST0146,2024-04-02,12.0
BL00756,CUST0146,2024-05-02,12.0
BL00757,CUST0146,2024-06-01,12.0
BL00758,CUST0147,2024-03-02,12.0
BL00759,CUST0147,2024-04-01,12.0
BL00760,CUST0147,2024-05-01,12.0
BL00761,CUST0147,2024-05-31,12.0
BL00762,CUST0147,2024-06-30,12.0
BL00763,CUST0148,2023-07-14,12.0
BL00764,CUST0148,2023-08-13,12.0
BL00765,CUST0148,2023-09-12,12.0
BL00766,CUST0148,2023-10-12,12.0
BL00767,CUST0148,2023-11-11,12.0
BL00768,CUST0148,2023-12-11,12.0
BL00769,CUST0149,2024-01-21,12.0
BL00770,CUST0149,2024-02-20,12.0
BL00771,CUST0149,2024-03-21,12.0
BL00772,CUST0149,2024-04-20,12.0
BL00773,CUST0149,2024-05-20,12.0
BL00774,CUST0149,2024-06-19,12.0
BL00775,CUST0150,2024-01-18,12.0
BL00776,CUST0150,2024-02-17,12.0
BL00777,CUST0150,2024-03-18,12.0
BL00778,CUST0150,2024-04-17,12.0
BL00779,CUST0150,2024-05-17,12.0
BL00780,CUST0150,2024-06-16,12.0
BL00781,CUST0153,2023-03-26,49.0
BL00782,CUST0153,2023-04-25,49.0
BL00783,CUST0153,2023-05-25,49.0
BL00784,CUST0153,2023-06-24,49.0
BL00785,CUST0153,2023-07-24,49.0
BL00786,CUST0153,2023-08-23,49.0
BL00787,CUST0153,2023-09-22,63.7
BL00788,CUST0153,2023-10-22,63.7
BL00789,CUST0153,2023-11-21,63.7
BL00790,CUST0153,2023-12-21,63.7
BL00791,CUST0153,2024-01-20,63.7
BL00792,CUST0153,2024-02-19,63.7
BL00793,CUST0155,2023-10-16,12.0
BL00794,CUST0155,2023-11-15,12.0
BL00795,CUST0155,2023-12-15,12.0
BL00796,CUST0155,2024-01-14,12.0
BL00797,CUST0155,2024-02-13,12.0
BL00798,CUST0155,2024-03-14,12.0
BL00799,CUST0155,2024-04-13,12.0
BL00800,CUST0155,2024-05-13,12.0
BL00801,CUST0155,2024-06-12,12.0
BL00802,CUST0159,2024-01-21,63.7
BL00803,CUST0159,2024-02-20,63.7
BL00804,CUST0159,2024-03-21,63.7
BL00805,CUST0159,2024-04-20,63.7
BL00806,CUST0159,2024-05-20,63.7
BL00807,CUST0159,2024-06-19,63.7
BL00808,CUST0165,2023-02-28,12.0
BL00809,CUST0165,2023-03-30,12.0
BL00810,CUST0165,2023-04-29,12.0
BL00811,CUST0165,2023-05-29,12.0
BL00812,CUST0167,2023-11-07,12.0
BL00813,CUST0167,2023-12-07,12.0
BL00814,CUST0167,2024-01-06,12.0
BL00815,CUST0167,2024-02-05,12.0
BL00816,CUST0167,2024-03-06,12.0
BL00817,CUST0167,2024-04-05,12.0
BL00818,CUST0167,2024-05-05,12.0
BL00819,CUST0167,2024-06-04,12.0
BL00820,CUST0169,2023-10-22,12.0
BL00821,CUST0169,2023-11-21,12.0
BL00822,CUST0169,2023-12-21,12.0
BL00823,CUST0169,2024-01-20,12.0
BL00824,CUST0169,2024-02-19,12.0
BL00825,CUST0169,2024-03-20,12.0
BL00826,CUST0169,2024-04-19,12.0
BL00827,CUST0169,2024-05-19,12.0
BL00828,CUST0169,2024-06-18,12.0
BL00829,CUST0170,2024-04-27,12.0
BL00830,CUST0170,2024-05-27,12.0
BL00831,CUST0170,2024-06-26,12.0
BL00832,CUST0171,2023-12-20,63.7
BL00833,CUST0171,2024-01-19,63.7
BL00834,CUST0171,2024-02-18,63.7
BL00835,CUST0171,2024-03-19,63.7
BL00836,CUST0171,2024-04-18,63.7
BL00837,CUST0171,2024-05-18,63.7
BL00838,CUST0171,2024-06-17,63.7
BL00839,CUST0172,2023-12-23,12.0
BL00840,CUST0172,2024-01-22,12.0
BL00841,CUST0172,2024-02-21,12.0
BL00842,CUST0172,2024-03-22,12.0
BL00843,CUST0172,2024-04-21,12.0
BL00844,CUST0172,2024-05-21,12.0
BL00845,CUST0172,2024-06-20,12.0
BL00846,CUST0175,2024-03-10,12.0
BL00847,CUST0175,2024-04-09,12.0
BL00848,CUST0175,2024-05-09,12.0
BL00849,CUST0175,2024-06-08,12.0
BL00850,CUST0176,2023-08-10,49.0
BL00851,CUST0176,2023-09-09,63.7
BL00852,CUST0176,2023-10-09,63.7
BL00853,CUST0176,2023-11-08,63.7
BL00854,CUST0176,2023-12-08,63.7
BL00855,CUST0176,2024-01-07,63.7
BL00856,CUST0176,2024-02-06,63.7
BL00857,CUST0176,2024-03-07,63.7
BL00858,CUST0176,2024-04-06,63.7
BL00859,CUST0176,2024-05-06,63.7
BL00860,CUST0176,2024-06-05,63.7
BL00861,CUST0177,2023-03-20,12.0
BL00862,CUST0177,2023-04-19,12.0
BL00863,CUST0177,2023-05-19,12.0
BL00864,CUST0177,2023-06-18,12.0
BL00865,CUST0177,2023-07-18,12.0
BL00866,CUST0177,2023-08-17,12.0
BL00867,CUST0177,2023-09-16,12.0
BL00868,CUST0177,2023-10-16,12.0
BL00869,CUST0178,2024-02-18,63.7
BL00870,CUST0178,2024-03-19,63.7
BL00871,CUST0178,2024-04-18,63.7
BL00872,CUST0178,2024-05-18,63.7
BL00873,CUST0178,2024-06-17,63.7
BL00874,CUST0179,2023-08-12,49.0
BL00875,CUST0179,2023-09-11,63.7
BL00876,CUST0179,2023-10-11,63.7
BL00877,CUST0179,2023-11-10,63.7
BL00878,CUST0179,2023-12-10,63.7
BL00879,CUST0179,2024-01-09,63.7
BL00880,CUST0179,2024-02-08,63.7
BL00881,CUST0179,2024-03-09,63.7
BL00882,CUST0179,2024-04-08,63.7
BL00883,CUST0179,2024-05-08,63.7
BL00884,CUST0179,2024-06-07,63.7
BL00885,CUST0181,2024-03-27,12.0
BL00886,CUST0181,2024-04-26,12.0
BL00887,CUST0181,2024-05-26,12.0
BL00888,CUST0182,2023-11-09,12.0
BL00889,CUST0182,2023-12-09,12.0
BL00890,CUST0182,2024-01-08,12.0
BL00891,CUST0182,2024-02-07,12.0
BL00892,CUST0182,2024-03-08,12.0
BL00893,CUST0182,2024-04-07,12.0
BL00894,CUST0182,2024-05-07,12.0
BL00895,CUST0182,2024-06-06,12.0
BL00896,CUST0183,2023-09-11,63.7
BL00897,CUST0183,2023-10-11,63.7
BL00898,CUST0183,2023-11-10,63.7
BL00899,CUST0183,2023-12-10,63.7
BL00900,CUST0183,2024-01-09,63.7
BL00901,CUST0183,2024-02-08,63.7
BL00902,CUST0183,2024-03-09,63.7
BL00903,CUST0183,2024-04-08,63.7
BL00904,CUST0183,2024-05-08,63.7
BL00905,CUST0183,2024-06-07,63.7
BL00906,CUST0184,2023-04-19,12.0
BL00907,CUST0184,2023-05-19,12.0
BL00908,CUST0184,2023-06-18,12.0
BL00909,CUST0184,2023-07-18,12.0
BL00910,CUST0184,2023-08-17,12.0
BL00911,CUST0184,2023-09-16,12.0
BL00912,CUST0184,2023-10-16,12.0
BL00913,CUST0184,2023-11-15,12.0
BL00914,CUST0184,2023-12-15,12.0
BL00915,CUST0184,2024-01-14,12.0
BL00916,CUST0184,2024-02-13,12.0
BL00917,CUST0184,2024-03-14,12.0
BL00918,CUST0184,2024-04-13,12.0
BL00919,CUST0184,2024-05-13,12.0
BL00920,CUST0184,2024-06-12,12.0
BL00921,CUST0185,2023-05-24,49.0
BL00922,CUST0185,2023-06-23,49.0
BL00923,CUST0185,2023-07-23,49.0
BL00924,CUST0185,2023-08-22,49.0
BL00925,CUST0185,2023-09-21,63.7
BL00926,CUST0185,2023-10-21,63.7
BL00927,CUST0185,2023-11-20,63.7
BL00928,CUST0185,2023-12-20,63.7
BL00929,CUST0185,2024-01-19,63.7
BL00930,CUST0185,2024-02-18,63.7
BL00931,CUST0185,2024-03-19,63.7
BL00932,CUST0185,2024-04-18,63.7
BL00933,CUST0185,2024-05-18,63.7
BL00934,CUST0185,2024-06-17,63.7
BL00935,CUST0186,2023-01-06,12.0
BL00936,CUST0186,2023-02-05,12.0
BL00937,CUST0186,2023-03-07,12.0
BL00938,CUST0186,2023-04-06,12.0
BL00939,CUST0186,2023-05-06,12.0
BL00940,CUST0186,2023-06-05,12.0
BL00941,CUST0186,2023-07-05,12.0
BL00942,CUST0186,2023-08-04,12.0
BL00943,CUST0186,2023-09-03,12.0
BL00944,CUST0186,2023-10-03,12.0
BL00945,CUST0187,2023-05-04,12.0
BL00946,CUST0187,2023-06-03,12.0
BL00947,CUST0187,2023-07-03,12.0
BL00948,CUST0187,2023-08-02,12.0
BL00949,CUST0187,2023-09-01,12.0
BL00950,CUST0187,2023-10-01,12.0
BL00951,CUST0187,2023-10-31,12.0
BL00952,CUST0187,2023-11-30,12.0
BL00953,CUST0187,2023-12-30,12.0
BL00954,CUST0187,2024-01-29,12.0
BL00955,CUST0187,2024-02-28,12.0
BL00956,CUST0187,2024-03-29,12.0
BL00957,CUST0187,2024-04-28,12.0
BL00958,CUST0187,2024-05-28,12.0
BL00959,CUST0187,2024-06-27,12.0
BL00960,CUST0189,2023-12-31,12.0
BL00961,CUST0189,2024-01-30,12.0
BL00962,CUST0189,2024-02-29,12.0
BL00963,CUST0189,2024-03-30,12.0
BL00964,CUST0189,2024-04-29,12.0
BL00965,CUST0189,2024-05-29,12.0
BL00966,CUST0189,2024-06-28,12.0
BL00967,CUST0191,2023-12-06,12.0
BL00968,CUST0191,2024-01-05,12.0
BL00969,CUST0191,2024-02-04,12.0
BL00970,CUST0191,2024-03-05,12.0
BL00971,CUST0191,2024-04-04,12.0
BL00972,CUST0191,2024-05-04,12.0
BL00973,CUST0191,2024-06-03,12.0
BL00974,CUST0193,2023-12-26,12.0
BL00975,CUST0193,2024-01-25,12.0
BL00976,CUST0195,2023-03-03,12.0
BL00977,CUST0195,2023-04-02,12.0
BL00978,CUST0196,2023-04-21,12.0
BL00979,CUST0196,2023-05-21,12.0
BL00980,CUST0196,2023-06-20,12.0
BL00981,CUST0196,2023-07-20,12.0
BL00982,CUST0196,2023-08-19,12.0
BL00983,CUST0196,2023-09-18,12.0
BL00984,CUST0196,2023-10-18,12.0
BL00985,CUST0196,2023-11-17,12.0
BL00986,CUST0196,2023-12-17,12.0
BL00987,CUST0196,2024-01-16,12.0
BL00988,CUST0196,2024-02-15,12.0
BL00989,CUST0196,2024-03-16,12.0
BL00990,CUST0196,2024-04-15,12.0
BL00991,CUST0196,2024-05-15,12.0
BL00992,CUST0196,2024-06-14,12.0
BL00993,CUST0197,2023-10-29,63.7
BL00994,CUST0197,2023-11-28,63.7
BL00995,CUST0197,2023-12-28,63.7
BL00996,CUST0197,2024-01-27,63.7
BL00997,CUST0197,2024-02-26,63.7
BL00998,CUST0197,2024-03-27,63.7
BL00999,CUST0197,2024-04-26,63.7
BL01000,CUST0197,2024-05-26,63.7
BL01001,CUST0197,2024-06-25,63.7
BL01002,CUST0200,2023-01-24,49.0
BL01003,CUST0200,2023-02-23,49.0
BL01004,CUST0200,2023-03-25,49.0
BL01005,CUST0200,2023-04-24,49.0
BL01006,CUST0200,2023-05-24,49.0
BL01007,CUST0200,2023-06-23,49.0
BL01008,CUST0200,2023-07-23,49.0
BL01009,CUST0200,2023-08-22,49.0
BL01010,CUST0200,2023-09-21,63.7
BL01011,CUST0200,2023-10-21,63.7
BL01012,CUST0200,2023-11-20,63.7
BL01013,CUST0200,2023-12-20,63.7
BL01014,CUST0200,2024-01-19,63.7
BL01015,CUST0200,2024-02-18,63.7
BL01016,CUST0200,2024-03-19,63.7
BL01017,CUST0200,2024-04-18,63.7
BL01018,CUST0200,2024-05-18,63.7
BL01019,CUST0200,2024-06-17,63.7
BL01020,CUST0203,2023-09-03,12.0
BL01021,CUST0203,2023-10-03,12.0
BL01022,CUST0203,2023-11-02,12.0
BL01023,CUST0203,2023-12-02,12.0
BL01024,CUST0203,2024-01-01,12.0
BL01025,CUST0203,2024-01-31,12.0
BL01026,CUST0203,2024-03-01,12.0
BL01027,CUST0203,2024-03-31,12.0
BL01028,CUST0203,2024-04-30,12.0
BL01029,CUST0203,2024-05-30,12.0
BL01030,CUST0203,2024-06-29,12.0
BL01031,CUST0204,2023-05-10,49.0
BL01032,CUST0204,2023-06-09,49.0
BL01033,CUST0204,2023-07-09,49.0
BL01034,CUST0204,2023-08-08,49.0
BL01035,CUST0204,2023-09-07,63.7
BL01036,CUST0204,2023-10-07,63.7
BL01037,CUST0204,2023-11-06,63.7
BL01038,CUST0204,2023-12-06,63.7
BL01039,CUST0204,2024-01-05,63.7
BL01040,CUST0204,2024-02-04,63.7
BL01041,CUST0204,2024-03-05,63.7
BL01042,CUST0204,2024-04-04,63.7
BL01043,CUST0204,2024-05-04,63.7
BL01044,CUST0204,2024-06-03,63.7
BL01045,CUST0206,2023-10-23,12.0
BL01046,CUST0206,2023-11-22,12.0
BL01047,CUST0206,2023-12-22,12.0
BL01048,CUST0206,2024-01-21,12.0
BL01049,CUST0206,2024-02-20,12.0
BL01050,CUST0206,2024-03-21,12.0
BL01051,CUST0206,2024-04-20,12.0
BL01052,CUST0206,2024-05-20,12.0
BL01053,CUST0206,2024-06-19,12.0
BL01054,CUST0207,2023-03-18,49.0
BL01055,CUST0207,2023-04-17,49.0
BL01056,CUST0207,2023-05-17,49.0
BL01057,CUST0207,2023-06-16,49.0
BL01058,CUST0207,2023-07-16,49.0
BL01059,CUST0207,2023-08-15,49.0
BL01060,CUST0207,2023-09-14,63.7
BL01061,CUST0207,2023-10-14,63.7
BL01062,CUST0207,2023-11-13,63.7
BL01063,CUST0207,2023-12-13,63.7
BL01064,CUST0207,2024-01-12,63.7
BL01065,CUST0207,2024-02-11,63.7
BL01066,CUST0207,2024-03-12,63.7
BL01067,CUST0207,2024-04-11,63.7
BL01068,CUST0207,2024-05-11,63.7
BL01069,CUST0207,2024-06-10,63.7
BL01070,CUST0209,2023-11-02,12.0
BL01071,CUST0209,2023-12-02,12.0
BL01072,CUST0209,2024-01-01,12.0
BL01073,CUST0209,2024-01-31,12.0
BL01074,CUST0209,2024-03-01,12.0
BL01075,CUST0209,2024-03-31,12.0
BL01076,CUST0209,2024-04-30,12.0
BL01077,CUST0209,2024-05-30,12.0
BL01078,CUST0209,2024-06-29,12.0
BL01079,CUST0210,2023-07-14,12.0
BL01080,CUST0210,2023-08-13,12.0
BL01081,CUST0210,2023-09-12,12.0
BL01082,CUST0210,2023-10-12,12.0
BL01083,CUST0210,2023-11-11,12.0
BL01084,CUST0210,2023-12-11,12.0
BL01085,CUST0210,2024-01-10,12.0
BL01086,CUST0210,2024-02-09,12.0
BL01087,CUST0210,2024-03-10,12.0
BL01088,CUST0210,2024-04-09,12.0
BL01089,CUST0210,2024-05-09,12.0
BL01090,CUST0210,2024-06-08,12.0
BL01091,CUST0211,2024-03-16,12.0
BL01092,CUST0211,2024-04-15,12.0
BL01093,CUST0211,2024-05-15,12.0
BL01094,CUST0211,2024-06-14,12.0
BL01095,CUST0212,2023-10-19,12.0
BL01096,CUST0212,2023-11-18,12.0
BL01097,CUST0212,2023-12-18,12.0
BL01098,CUST0212,2024-01-17,12.0
BL01099,CUST0212,2024-02-16,12.0
BL01100,CUST0212,2024-03-17,12.0
BL01101,CUST0212,2024-04-16,12.0
BL01102,CUST0212,2024-05-16,12.0
BL01103,CUST0212,2024-06-15,12.0
BL01104,CUST0215,2023-01-02,12.0
BL01105,CUST0217,2024-03-16,12.0
BL01106,CUST0217,2024-04-15,12.0
BL01107,CUST0218,2024-02-08,12.0
BL01108,CUST0218,2024-03-09,12.0
BL01109,CUST0218,2024-04-08,12.0
BL01110,CUST0218,2024-05-08,12.0
BL01111,CUST0218,2024-06-07,12.0
BL01112,CUST0219,2023-02-28,12.0
BL01113,CUST0219,2023-03-30,12.0
BL01114,CUST0219,2023-04-29,12.0
BL01115,CUST0219,2023-05-29,12.0
BL01116,CUST0219,2023-06-28,12.0
BL01117,CUST0219,2023-07-28,12.0
BL01118,CUST0219,2023-08-27,12.0
BL01119,CUST0219,2023-09-26,12.0
BL01120,CUST0219,2023-10-26,12.0
BL01121,CUST0219,2023-11-25,12.0
BL01122,CUST0219,2023-12-25,12.0
BL01123,CUST0219,2024-01-24,12.0
BL01124,CUST0219,2024-02-23,12.0
BL01125,CUST0219,2024-03-24,12.0
BL01126,CUST0219,2024-04-23,12.0
BL01127,CUST0219,2024-05-23,12.0
BL01128,CUST0219,2024-06-22,12.0
BL01129,CUST0222,2023-03-05,12.0
BL01130,CUST0222,2023-04-04,12.0
BL01131,CUST0222,2023-05-04,12.0
BL01132,CUST0222,2023-06-03,12.0
BL01133,CUST0222,2023-07-03,12.0
BL01134,CUST0222,2023-08-02,12.0
BL01135,CUST0222,2023-09-01,12.0
BL01136,CUST0222,2023-10-01,12.0
BL01137,CUST0222,2023-10-31,12.0
BL01138,CUST0222,2023-11-30,12.0
BL01139,CUST0222,2023-12-30,12.0
BL01140,CUST0222,2024-01-29,12.0
BL01141,CUST0222,2024-02-28,12.0
BL01142,CUST0222,2024-03-29,12.0
BL01143,CUST0222,2024-04-28,12.0
BL01144,CUST0222,2024-05-28,12.0
BL01145,CUST0222,2024-06-27,12.0
BL01146,CUST0223,2023-07-26,49.0
BL01147,CUST0223,2023-08-25,49.0
BL01148,CUST0223,2023-09-24,63.7
BL01149,CUST0224,2023-02-11,12.0
BL01150,CUST0224,2023-03-13,12.0
BL01151,CUST0224,2023-04-12,12.0
BL01152,CUST0224,2023-05-12,12.0
BL01153,CUST0224,2023-06-11,12.0
BL01154,CUST0224,2023-07-11,12.0
BL01155,CUST0225,2023-06-15,12.0
BL01156,CUST0225,2023-07-15,12.0
BL01157,CUST0225,2023-08-14,12.0
BL01158,CUST0225,2023-09-13,12.0
BL01159,CUST0225,2023-10-13,12.0
BL01160,CUST0225,2023-11-12,12.0
BL01161,CUST0225,2023-12-12,12.0
BL01162,CUST0225,2024-01-11,12.0
BL01163,CUST0225,2024-02-10,12.0
BL01164,CUST0225,2024-03-11,12.0
BL01165,CUST0225,2024-04-10,12.0
BL01166,CUST0225,2024-05-10,12.0
BL01167,CUST0225,2024-06-09,12.0
BL01168,CUST0226,2023-04-28,49.0
BL01169,CUST0226,2023-05-28,49.0
BL01170,CUST0226,2023-06-27,49.0
BL01171,CUST0226,2023-07-27,49.0
BL01172,CUST0226,2023-08-26,49.0
BL01173,CUST0226,2023-09-25,63.7
BL01174,CUST0226,2023-10-25,63.7
BL01175,CUST0226,2023-11-24,63.7
BL01176,CUST0226,2023-12-24,63.7
BL01177,CUST0226,2024-01-23,63.7
BL01178,CUST0226,2024-02-22,63.7
BL01179,CUST0226,2024-03-23,63.7
BL01180,CUST0226,2024-04-22,63.7
BL01181,CUST0226,2024-05-22,63.7
BL01182,CUST0226,2024-06-21,63.7
BL01183,CUST0228,2023-08-29,12.0
BL01184,CUST0228,2023-09-28,12.0
BL01185,CUST0228,2023-10-28,12.0
BL01186,CUST0228,2023-11-27,12.0
BL01187,CUST0228,2023-12-27,12.0
BL01188,CUST0228,2024-01-26,12.0
BL01189,CUST0228,2024-02-25,12.0
BL01190,CUST0228,2024-03-26,12.0
BL01191,CUST0228,2024-04-25,12.0
BL01192,CUST0228,2024-05-25,12.0
BL01193,CUST0228,2024-06-24,12.0
BL01194,CUST0229,2023-04-03,49.0
BL01195,CUST0229,2023-05-03,49.0
BL01196,CUST0229,2023-06-02,49.0
BL01197,CUST0229,2023-07-02,49.0
BL01198,CUST0229,2023-08-01,49.0
BL01199,CUST0229,2023-08-31,49.0
BL01200,CUST0229,2023-09-30,63.7
BL01201,CUST0229,2023-10-30,63.7
BL01202,CUST0229,2023-11-29,63.7
BL01203,CUST0229,2023-12-29,63.7
BL01204,CUST0229,2024-01-28,63.7
BL01205,CUST0229,2024-02-27,63.7
BL01206,CUST0229,2024-03-28,63.7
BL01207,CUST0229,2024-04-27,63.7
BL01208,CUST0229,2024-05-27,63.7
BL01209,CUST0229,2024-06-26,63.7
BL01210,CUST0230,2024-02-21,12.0
BL01211,CUST0230,2024-03-22,12.0
BL01212,CUST0230,2024-04-21,12.0
BL01213,CUST0230,2024-05-21,12.0
BL01214,CUST0230,2024-06-20,12.0
BL01215,CUST0231,2023-06-28,12.0
BL01216,CUST0231,2023-07-28,12.0
BL01217,CUST0231,2023-08-27,12.0
BL01218,CUST0231,2023-09-26,12.0
BL01219,CUST0231,2023-10-26,12.0
BL01220,CUST0231,2023-11-25,12.0
BL01221,CUST0231,2023-12-25,12.0
BL01222,CUST0231,2024-01-24,12.0
BL01223,CUST0231,2024-02-23,12.0
BL01224,CUST0231,2024-03-24,12.0
BL01225,CUST0231,2024-04-23,12.0
BL01226,CUST0231,2024-05-23,12.0
BL01227,CUST0231,2024-06-22,12.0
BL01228,CUST0232,2023-02-23,49.0
BL01229,CUST0232,2023-03-25,49.0
BL01230,CUST0232,2023-04-24,49.0
BL01231,CUST0232,2023-05-24,49.0
BL01232,CUST0232,2023-06-23,49.0
BL01233,CUST0232,2023-07-23,49.0
BL01234,CUST0232,2023-08-22,49.0
BL01235,CUST0232,2023-09-21,63.7
BL01236,CUST0232,2023-10-21,63.7
BL01237,CUST0232,2023-11-20,63.7
BL01238,CUST0232,2023-12-20,63.7
BL01239,CUST0232,2024-01-19,63.7
BL01240,CUST0232,2024-02-18,63.7
BL01241,CUST0232,2024-03-19,63.7
BL01242,CUST0232,2024-04-18,63.7
BL01243,CUST0232,2024-05-18,63.7
BL01244,CUST0232,2024-06-17,63.7
BL01245,CUST0233,2023-12-22,12.0
BL01246,CUST0233,2024-01-21,12.0
BL01247,CUST0233,2024-02-20,12.0
BL01248,CUST0233,2024-03-21,12.0
BL01249,CUST0233,2024-04-20,12.0
BL01250,CUST0234,2023-01-19,12.0
BL01251,CUST0234,2023-02-18,12.0
BL01252,CUST0234,2023-03-20,12.0
BL01253,CUST0234,2023-04-19,12.0
BL01254,CUST0234,2023-05-19,12.0
BL01255,CUST0234,2023-06-18,12.0
BL01256,CUST0234,2023-07-18,12.0
BL01257,CUST0234,2023-08-17,12.0
BL01258,CUST0234,2023-09-16,12.0
BL01259,CUST0234,2023-10-16,12.0
BL01260,CUST0234,2023-11-15,12.0
BL01261,CUST0236,2024-02-27,63.7
BL01262,CUST0236,2024-03-28,63.7
BL01263,CUST0236,2024-04-27,63.7
BL01264,CUST0236,2024-05-27,63.7
BL01265,CUST0236,2024-06-26,63.7
BL01266,CUST0238,2024-01-23,12.0
BL01267,CUST0238,2024-02-22,12.0
BL01268,CUST0238,2024-03-23,12.0
BL01269,CUST0238,2024-04-22,12.0
