customer_id,signup_date,churned,churn_pattern,churn_date,tenure_days
CUST0622,2023-11-03,1,random,2024-02-06,95
CUST0623,2024-01-15,0,,,167
CUST0624,2023-10-04,0,,,270
CUST0625,2023-09-15,0,,,289
CUST0626,2023-10-22,0,,,252
CUST0627,2023-06-04,1,gradual_decline,2023-10-14,132
CUST0628,2023-06-03,0,,,393
CUST0629,2023-12-14,1,gradual_decline,2024-06-30,199
CUST0630,2023-06-26,0,,,370
CUST0631,2023-06-13,0,,,383
CUST0632,2023-06-03,0,,,393
CUST0633,2024-03-10,0,,,112
CUST0634,2024-04-13,0,,,78
CUST0635,2023-10-13,0,,,261
CUST0636,2023-05-11,0,,,416
CUST0637,2024-03-09,1,goal_achievement,2024-04-02,24
CUST0638,2023-05-18,1,gradual_decline,2023-11-18,184
CUST0639,2023-04-07,0,,,450
CUST0640,2023-04-17,0,,,440
CUST0641,2024-04-10,0,,,81
CUST0642,2023-03-02,0,,,486
CUST0643,2023-12-23,0,,,190
CUST0644,2024-04-13,0,,,78
CUST0645,2023-07-14,1,goal_achievement,2023-09-04,52
CUST0646,2023-05-14,1,random,2024-01-19,250
CUST0647,2023-02-20,1,goal_achievement,2023-03-31,39
CUST0648,2024-04-13,1,random,2024-06-30,78
CUST0649,2023-01-24,0,,,523
CUST0650,2023-03-16,0,,,472
CUST0651,2023-03-20,1,support_driven,2023-10-02,196
CUST0652,2023-10-19,1,support_driven,2024-01-27,100
CUST0653,2023-12-02,1,gradual_decline,2024-06-12,193
CUST0654,2024-01-26,1,goal_achievement,2024-02-20,25
CUST0655,2023-03-28,0,,,460
CUST0656,2023-03-13,1,support_driven,2023-09-08,179
CUST0657,2024-04-14,0,,,77
CUST0658,2023-01-18,0,,,529
CUST0659,2023-01-25,0,,,522
CUST0660,2024-03-07,0,,,115
CUST0661,2023-03-19,0,,,469
CUST0662,2023-01-31,1,gradual_decline,2023-08-06,187
CUST0663,2023-09-07,0,,,297
CUST0664,2023-01-09,0,,,538
CUST0665,2023-05-27,0,,,400
CUST0666,2023-02-24,1,price_shock,2023-10-25,243
CUST0667,2023-04-09,0,,,448
CUST0668,2023-05-17,1,gradual_decline,2024-05-08,357
CUST0669,2023-07-27,0,,,339
CUST0670,2023-04-26,0,,,431
CUST0671,2024-03-15,1,gradual_decline,2024-06-20,97
CUST0672,2023-07-27,1,goal_achievement,2023-09-16,51
CUST0673,2023-11-23,1,gradual_decline,2024-06-30,220
CUST0674,2023-09-13,0,,,291
CUST0675,2024-03-15,1,price_shock,2024-04-14,30
CUST0676,2023-04-19,1,gradual_decline,2024-03-22,338
CUST0677,2023-01-24,1,price_shock,2023-10-04,253
CUST0678,2023-10-16,0,,,258
CUST0679,2023-01-09,0,,,538
CUST0680,2024-02-25,0,,,126
CUST0681,2023-03-25,0,,,463
CUST0682,2024-04-04,1,gradual_decline,2024-06-30,87
CUST0683,2023-03-13,0,,,475
CUST0684,2024-01-17,1,gradual_decline,2024-06-30,165
CUST0685,2023-08-12,1,gradual_decline,2024-02-09,181
CUST0686,2023-11-06,1,goal_achievement,2023-12-18,42
CUST0687,2023-01-16,0,,,531
CUST0688,2023-04-27,0,,,430
CUST0689,2023-04-06,0,,,451
CUST0690,2024-01-31,0,,,151
CUST0691,2023-02-07,1,gradual_decline,2023-10-30,265
CUST0692,2023-12-31,0,,,182
CUST0693,2023-07-19,1,goal_achievement,2023-09-11,54
CUST0694,2023-01-03,0,,,544
CUST0695,2024-01-25,0,,,157
CUST0696,2023-04-06,0,,,451
CUST0697,2023-01-14,1,random,2023-03-20,65
CUST0698,2023-11-03,0,,,240
CUST0699,2023-05-30,1,support_driven,2023-09-29,122
CUST0700,2024-04-06,0,,,85
