ticket_id,customer_id,ticket_date,category,severity
TK00518,CUST0366,2024-06-14,Bug Report,Low
TK00519,CUST0367,2024-01-17,Bug Report,Low
TK00520,CUST0367,2024-04-07,Billing Question,Low
TK00521,CUST0368,2024-06-04,Complaint,Low
TK00522,CUST0369,2024-06-18,Complaint,Low
TK00523,CUST0370,2024-06-27,Billing Question,Low
TK00524,CUST0370,2024-06-19,Billing Question,Low
TK00525,CUST0373,2023-08-04,Complaint,Low
TK00526,CUST0373,2023-02-13,Billing Question,Medium
TK00527,CUST0375,2023-12-13,Complaint,Low
TK00528,CUST0378,2023-12-13,Billing Question,Low
TK00529,CUST0379,2024-05-22,Bug Report,Low
TK00530,CUST0380,2024-04-22,Feature Request,Low
TK00531,CUST0380,2024-05-19,Billing Question,Medium
TK00532,CUST0381,2024-06-27,Billing Question,Low
TK00533,CUST0381,2023-08-23,Bug Report,Low
TK00534,CUST0383,2023-12-10,Billing Question,Medium
TK00535,CUST0383,2024-01-16,Billing Question,High
TK00536,CUST0383,2023-12-27,Bug Report,High
TK00537,CUST0383,2023-12-31,Complaint,High
TK00538,CUST0384,2023-05-26,Feature Request,Medium
TK00539,CUST0384,2024-02-07,Billing Question,Low
TK00540,CUST0384,2024-02-21,Bug Report,Medium
TK00541,CUST0386,2024-02-18,Billing Question,Low
TK00542,CUST0386,2024-05-21,Feature Request,Low
TK00543,CUST0389,2023-08-26,Bug Report,Low
TK00544,CUST0389,2024-02-11,Feature Request,Low
TK00545,CUST0390,2024-02-24,Bug Report,Low
TK00546,CUST0390,2024-03-06,Feature Request,Low
TK00547,CUST0390,2023-02-03,Feature Request,Low
TK00548,CUST0391,2024-04-27,Billing Question,Low
TK00549,CUST0391,2024-04-18,Complaint,Low
TK00550,CUST0391,2023-09-27,Billing Question,Low
TK00551,CUST0391,2023-12-26,Complaint,Low
TK00552,CUST0392,2024-06-19,Billing Question,Medium
TK00553,CUST0393,2023-11-17,Billing Question,Low
TK00554,CUST0395,2024-05-31,Bug Report,Medium
TK00555,CUST0395,2024-05-16,Billing Question,Low
TK00556,CUST0396,2024-01-02,Bug Report,Low
TK00557,CUST0397,2023-08-25,Feature Request,Medium
TK00558,CUST0401,2024-05-04,Bug Report,Medium
TK00559,CUST0402,2024-01-28,Bug Report,Medium
TK00560,CUST0402,2024-05-10,Bug Report,Low
TK00561,CUST0402,2024-05-07,Bug Report,Low
TK00562,CUST0402,2023-12-25,Complaint,Low
TK00563,CUST0402,2024-03-20,Feature Request,Low
TK00564,CUST0404,2023-11-11,Billing Question,Low
TK00565,CUST0405,2024-05-03,Bug Report,Low
TK00566,CUST0406,2024-04-22,Bug Report,Medium
TK00567,CUST0406,2023-08-04,Feature Request,Medium
TK00568,CUST0407,2024-05-30,Billing Question,Low
TK00569,CUST0407,2024-01-03,Bug Report,Low
TK00570,CUST0408,2023-12-13,Bug Report,Low
TK00571,CUST0409,2023-12-24,Bug Report,Low
TK00572,CUST0409,2024-02-17,Billing Question,Medium
TK00573,CUST0409,2024-01-26,Billing Question,Low
TK00574,CUST0409,2024-03-28,Complaint,Low
TK00575,CUST0410,2024-05-07,Bug Report,Low
TK00576,CUST0410,2024-02-11,Billing Question,Medium
TK00577,CUST0411,2024-04-19,Complaint,Low
TK00578,CUST0411,2024-04-12,Bug Report,Low
TK00579,CUST0411,2024-02-28,Bug Report,High
TK00580,CUST0411,2024-02-21,Complaint,Low
TK00581,CUST0412,2024-06-16,Bug Report,Medium
TK00582,CUST0412,2024-05-08,Bug Report,Medium
TK00583,CUST0413,2023-04-08,Bug Report,High
TK00584,CUST0413,2023-03-19,Billing Question,Low
TK00585,CUST0414,2023-12-17,Feature Request,Low
TK00586,CUST0417,2024-06-07,Bug Report,Low
TK00587,CUST0418,2024-03-03,Billing Question,Medium
TK00588,CUST0419,2024-01-30,Feature Request,Low
TK00589,CUST0422,2024-01-11,Feature Request,Low
TK00590,CUST0424,2024-02-02,Bug Report,Low
TK00591,CUST0425,2024-04-03,Bug Report,Low
TK00592,CUST0425,2024-03-11,Billing Question,Medium
TK00593,CUST0425,2024-02-26,Billing Question,Low
TK00594,CUST0426,2023-12-29,Complaint,High
TK00595,CUST0428,2023-03-22,Feature Request,Medium
TK00596,CUST0428,2023-10-30,Bug Report,Low
TK00597,CUST0428,2023-08-27,Feature Request,Low
TK00598,CUST0429,2024-05-24,Complaint,Low
TK00599,CUST0432,2023-10-02,Complaint,Low
TK00600,CUST0432,2023-11-27,Complaint,Medium
TK00601,CUST0432,2024-02-10,Complaint,Medium
TK00602,CUST0433,2024-05-29,Billing Question,Low
TK00603,CUST0434,2024-04-10,Bug Report,High
TK00604,CUST0434,2024-06-13,Billing Question,Low
TK00605,CUST0434,2024-06-02,Complaint,Medium
TK00606,CUST0435,2023-04-25,Complaint,Low
TK00607,CUST0435,2023-06-30,Complaint,Medium
TK00608,CUST0436,2024-06-01,Bug Report,Medium
TK00609,CUST0437,2023-12-30,Billing Question,Low
TK00610,CUST0437,2024-01-28,Complaint,Low
TK00611,CUST0440,2024-05-04,Complaint,Low
TK00612,CUST0440,2024-04-27,Bug Report,Low
TK00613,CUST0441,2023-11-15,Feature Request,Low
TK00614,CUST0442,2024-01-22,Billing Question,High
TK00615,CUST0442,2023-06-14,Feature Request,Low
TK00616,CUST0443,2024-02-12,Bug Report,Low
TK00617,CUST0443,2024-05-21,Billing Question,Low
TK00618,CUST0443,2023-12-21,Complaint,Low
TK00619,CUST0445,2023-09-28,Bug Report,Low
TK00620,CUST0447,2023-10-24,Billing Question,Low
TK00621,CUST0447,2023-10-14,Complaint,Medium
TK00622,CUST0447,2023-11-04,Billing Question,Low
TK00623,CUST0448,2024-04-10,Complaint,Low
TK00624,CUST0449,2023-05-29,Feature Request,High
TK00625,CUST0449,2024-02-01,Bug Report,Low
TK00626,CUST0450,2023-12-04,Complaint,Low
TK00627,CUST0451,2024-06-17,Billing Question,Low
TK00628,CUST0451,2024-02-03,Complaint,Medium
TK00629,CUST0453,2024-06-19,Complaint,Low
TK00630,CUST0454,2023-07-25,Complaint,Low
TK00631,CUST0454,2023-05-12,Bug Report,High
TK00632,CUST0456,2023-05-14,Bug Report,Low
TK00633,CUST0457,2024-02-04,Complaint,Low
TK00634,CUST0457,2024-03-09,Bug Report,Medium
TK00635,CUST0458,2024-06-07,Feature Request,Medium
TK00636,CUST0459,2024-04-02,Billing Question,Medium
TK00637,CUST0459,2024-05-05,Complaint,High
TK00638,CUST0461,2024-04-27,Feature Request,Medium
TK00639,CUST0461,2024-04-28,Billing Question,Medium
TK00640,CUST0461,2024-05-30,Feature Request,Medium
TK00641,CUST0462,2024-04-17,Complaint,Medium
TK00642,CUST0464,2024-02-28,Feature Request,Medium
TK00643,CUST0464,2024-05-22,Bug Report,Low
TK00644,CUST0466,2024-05-06,Billing Question,Low
TK00645,CUST0466,2023-07-18,Feature Request,Medium
TK00646,CUST0466,2023-05-25,Feature Request,Low
TK00647,CUST0467,2024-01-29,Feature Request,Medium
TK00648,CUST0468,2024-04-22,Bug Report,Medium
TK00649,CUST0468,2024-01-11,Bug Report,High
TK00650,CUST0468,2024-02-21,Complaint,Low
TK00651,CUST0468,2024-05-22,Complaint,Medium
TK00652,CUST0468,2024-03-13,Complaint,Medium
TK00653,CUST0470,2023-10-30,Billing Question,High
TK00654,CUST0470,2023-08-29,Complaint,Low
TK00655,CUST0470,2023-09-03,Billing Question,High
TK00656,CUST0472,2024-05-07,Bug Report,Medium
TK00657,CUST0472,2024-06-01,Complaint,Low
TK00658,CUST0473,2023-10-14,Billing Question,High
TK00659,CUST0473,2023-09-05,Bug Report,Low
TK00660,CUST0473,2023-06-05,Bug Report,Medium
TK00661,CUST0474,2023-06-03,Complaint,Medium
TK00662,CUST0476,2023-09-20,Complaint,High
TK00663,CUST0477,2024-05-08,Billing Question,Medium
TK00664,CUST0477,2023-10-24,Billing Question,Medium
TK00665,CUST0478,2024-04-18,Billing Question,Low
TK00666,CUST0478,2023-07-20,Feature Request,Low
TK00667,CUST0479,2023-12-01,Complaint,Low
TK00668,CUST0481,2024-02-06,Billing Question,Low
TK00669,CUST0482,2023-11-13,Feature Request,High
TK00670,CUST0483,2024-01-03,Complaint,Medium
TK00671,CUST0484,2024-01-01,Billing Question,Low
TK00672,CUST0484,2024-02-29,Feature Request,Medium
TK00673,CUST0485,2024-05-11,Feature Request,Medium
TK00674,CUST0488,2024-01-12,Billing Question,Low
TK00675,CUST0488,2023-11-12,Feature Request,Medium
TK00676,CUST0488,2024-03-25,Billing Question,High
TK00677,CUST0488,2024-04-12,Billing Question,Low
TK00678,CUST0489,2023-10-09,Feature Request,Medium
TK00679,CUST0489,2023-12-07,Feature Request,Medium
TK00680,CUST0490,2023-11-01,Complaint,Medium
TK00681,CUST0491,2023-04-11,Feature Request,Medium
TK00682,CUST0492,2023-09-14,Complaint,Medium
TK00683,CUST0493,2023-11-09,Bug Report,Low
TK00684,CUST0496,2024-06-19,Billing Question,Low
TK00685,CUST0496,2023-11-26,Bug Report,Low
TK00686,CUST0496,2023-12-27,Billing Question,High
TK00687,CUST0497,2024-04-02,Feature Request,Low
TK00688,CUST0498,2023-10-13,Bug Report,Medium
TK00689,CUST0498,2023-10-09,Feature Request,Low
TK00690,CUST0499,2023-07-10,Bug Report,Low
TK00691,CUST0499,2024-06-20,Complaint,Low
TK00692,CUST0499,2024-04-15,Billing Question,Medium
TK00693,CUST0502,2024-02-22,Complaint,Low
TK00694,CUST0503,2024-06-08,Feature Request,Medium
TK00695,CUST0503,2024-02-16,Bug Report,High
TK00696,CUST0505,2023-09-21,Complaint,Low
TK00697,CUST0507,2024-01-09,Feature Request,High
TK00698,CUST0508,2024-04-09,Bug Report,Low
TK00699,CUST0510,2023-09-08,Feature Request,Low
TK00700,CUST0512,2023-08-08,Complaint,Medium
TK00701,CUST0512,2023-09-09,Feature Request,Medium
TK00702,CUST0512,2023-09-17,Billing Question,Medium
TK00703,CUST0513,2024-03-11,Billing Question,Low
TK00704,CUST0513,2023-08-03,Billing Question,High
TK00705,CUST0514,2023-04-17,Bug Report,Low
TK00706,CUST0514,2023-03-18,Billing Question,Medium
TK00707,CUST0515,2023-10-12,Bug Report,Low
TK00708,CUST0515,2023-07-01,Complaint,Low
TK00709,CUST0519,2024-05-03,Feature Request,Low
TK00710,CUST0519,2024-04-04,Feature Request,Low
TK00711,CUST0520,2024-04-02,Complaint,Medium
TK00712,CUST0520,2024-03-06,Billing Question,Low
TK00713,CUST0523,2024-06-24,Feature Request,Medium
TK00714,CUST0524,2024-05-25,Feature Request,Low
TK00715,CUST0525,2024-03-16,Feature Request,Low
TK00716,CUST0525,2024-03-25,Feature Request,Low
TK00717,CUST0526,2024-01-08,Complaint,High
TK00718,CUST0526,2023-03-29,Complaint,Medium
TK00719,CUST0526,2023-09-02,Feature Request,Medium
TK00720,CUST0526,2023-08-21,Bug Report,High
TK00721,CUST0526,2023-07-31,Complaint,Medium
TK00722,CUST0526,2023-05-14,Bug Report,High
TK00723,CUST0526,2023-06-03,Complaint,High
TK00724,CUST0527,2023-12-04,Bug Report,Low
TK00725,CUST0528,2023-12-16,Feature Request,Low
TK00726,CUST0529,2024-02-16,Billing Question,High
TK00727,CUST0529,2024-05-04,Feature Request,Low
TK00728,CUST0531,2024-01-05,Bug Report,Low
TK00729,CUST0532,2024-05-27,Feature Request,Low
TK00730,CUST0533,2023-11-20,Feature Request,Low
TK00731,CUST0533,2023-11-14,Complaint,Low
TK00732,CUST0536,2024-05-28,Feature Request,Medium
TK00733,CUST0540,2023-06-27,Billing Question,Low
TK00734,CUST0541,2023-09-15,Bug Report,High
TK00735,CUST0542,2023-11-04,Billing Question,High
TK00736,CUST0542,2024-02-24,Bug Report,Medium
TK00737,CUST0544,2023-12-17,Billing Question,Medium
TK00738,CUST0544,2024-05-04,Billing Question,Medium
TK00739,CUST0544,2024-02-12,Complaint,Medium
TK00740,CUST0544,2023-11-24,Billing Question,Low
TK00741,CUST0545,2024-03-20,Complaint,Medium
TK00742,CUST0546,2024-06-25,Bug Report,Medium
TK00743,CUST0546,2024-05-14,Billing Question,Low
TK00744,CUST0546,2024-06-02,Feature Request,Low
TK00745,CUST0547,2023-12-30,Bug Report,Low
TK00746,CUST0547,2024-02-18,Feature Request,Medium
TK00747,CUST0547,2024-05-01,Billing Question,High
TK00748,CUST0549,2024-04-26,Billing Question,High
TK00749,CUST0549,2024-05-20,Billing Question,Medium
TK00750,CUST0549,2024-02-11,Billing Question,Low
TK00751,CUST0549,2024-05-29,Bug Report,High
TK00752,CUST0549,2024-03-29,Bug Report,High
TK00753,CUST0549,2024-02-28,Bug Report,High
TK00754,CUST0549,2024-04-26,Billing Question,High
TK00755,CUST0551,2023-10-23,Feature Request,Medium
TK00756,CUST0553,2024-04-28,Feature Request,Medium
TK00757,CUST0553,2024-05-12,Feature Request,Medium
TK00758,CUST0554,2024-04-28,Complaint,Low
TK00759,CUST0555,2024-02-16,Complaint,Low
TK00760,CUST0555,2024-03-23,Bug Report,Medium
TK00761,CUST0555,2024-03-29,Complaint,High
TK00762,CUST0555,2023-11-01,Complaint,Medium
TK00763,CUST0555,2023-12-08,Complaint,Medium
TK00764,CUST0556,2024-05-09,Feature Request,High
TK00765,CUST0556,2024-01-17,Bug Report,Medium
TK00766,CUST0556,2024-04-22,Billing Question,Low
TK00767,CUST0557,2023-10-23,Bug Report,High
TK00768,CUST0557,2023-11-21,Feature Request,High
TK00769,CUST0557,2023-11-04,Bug Report,High
TK00770,CUST0557,2023-09-06,Complaint,Medium
TK00771,CUST0557,2023-09-27,Billing Question,High
TK00772,CUST0557,2023-11-11,Feature Request,Medium
TK00773,CUST0557,2023-11-17,Bug Report,High
TK00774,CUST0558,2024-05-11,Billing Question,Low
TK00775,CUST0559,2024-05-30,Bug Report,Medium
TK00776,CUST0561,2024-06-26,Complaint,Medium
TK00777,CUST0564,2024-01-18,Bug Report,Low
TK00778,CUST0564,2024-05-25,Bug Report,Low
TK00779,CUST0564,2024-06-22,Billing Question,Medium
TK00780,CUST0565,2024-01-18,Complaint,High
TK00781,CUST0567,2024-02-23,Billing Question,High
TK00782,CUST0567,2024-01-31,Bug Report,Medium
TK00783,CUST0567,2024-03-12,Bug Report,Medium
TK00784,CUST0567,2024-03-29,Billing Question,Medium
TK00785,CUST0569,2024-04-26,Complaint,High
TK00786,CUST0569,2023-12-23,Bug Report,High
TK00787,CUST0569,2024-01-18,Complaint,High
TK00788,CUST0569,2024-04-18,Bug Report,Medium
TK00789,CUST0570,2024-06-11,Billing Question,Medium
TK00790,CUST0570,2024-02-19,Complaint,Low
TK00791,CUST0571,2024-05-08,Feature Request,Low
TK00792,CUST0572,2024-04-01,Feature Request,Medium
TK00793,CUST0573,2024-04-29,Complaint,Low
TK00794,CUST0573,2024-01-21,Feature Request,Low
TK00795,CUST0573,2024-02-28,Bug Report,Low
TK00796,CUST0575,2024-05-24,Bug Report,Medium
TK00797,CUST0577,2023-09-19,Complaint,Low
TK00798,CUST0577,2023-06-14,Feature Request,Medium
TK00799,CUST0578,2024-03-21,Bug Report,Medium
TK00800,CUST0578,2024-03-22,Bug Report,Medium
TK00801,CUST0578,2024-05-09,Bug Report,Medium
TK00802,CUST0578,2024-06-17,Complaint,Medium
TK00803,CUST0578,2024-05-25,Billing Question,High
TK00804,CUST0578,2024-03-15,Feature Request,Low
TK00805,CUST0579,2024-05-11,Complaint,Medium
TK00806,CUST0581,2024-03-06,Billing Question,Low
TK00807,CUST0583,2024-05-26,Bug Report,High
TK00808,CUST0583,2024-05-11,Complaint,Medium
TK00809,CUST0584,2023-10-06,Complaint,Low
TK00810,CUST0584,2023-10-02,Bug Report,Low
TK00811,CUST0587,2023-07-24,Bug Report,Medium
TK00812,CUST0587,2023-11-05,Billing Question,Medium
TK00813,CUST0589,2024-01-29,Bug Report,Medium
TK00814,CUST0589,2024-02-11,Feature Request,High
TK00815,CUST0589,2023-12-07,Complaint,Low
TK00816,CUST0589,2024-01-23,Complaint,High
TK00817,CUST0589,2024-02-14,Bug Report,High
TK00818,CUST0589,2023-12-09,Bug Report,Medium
TK00819,CUST0589,2023-12-04,Bug Report,High
TK00820,CUST0591,2024-05-25,Feature Request,Low
TK00821,CUST0591,2023-09-06,Complaint,Medium
TK00822,CUST0593,2024-03-03,Bug Report,High
TK00823,CUST0595,2024-04-16,Feature Request,Low
TK00824,CUST0595,2024-03-29,Feature Request,Medium
TK00825,CUST0595,2024-05-29,Feature Request,Medium
TK00826,CUST0596,2024-06-12,Billing Question,Low
TK00827,CUST0597,2024-03-13,Complaint,Low
TK00828,CUST0597,2024-06-05,Bug Report,Low
TK00829,CUST0597,2024-02-11,Complaint,High
TK00830,CUST0600,2024-05-06,Billing Question,Low
TK00831,CUST0600,2024-05-19,Feature Request,Medium
TK00832,CUST0600,2024-05-06,Feature Request,Low
TK00833,CUST0601,2023-12-18,Complaint,Medium
TK00834,CUST0602,2024-03-30,Bug Report,Low
TK00835,CUST0602,2024-06-19,Billing Question,Low
TK00836,CUST0603,2024-06-23,Billing Question,Low
TK00837,CUST0603,2024-06-20,Feature Request,Low
TK00838,CUST0604,2023-03-19,Billing Question,Low
TK00839,CUST0607,2023-04-30,Complaint,High
TK00840,CUST0607,2023-11-14,Complaint,Medium
TK00841,CUST0607,2023-05-21,Bug Report,Low
TK00842,CUST0607,2023-08-27,Complaint,High
TK00843,CUST0607,2023-11-10,Feature Request,High
TK00844,CUST0607,2023-08-12,Billing Question,Medium
TK00845,CUST0608,2023-10-27,Billing Question,Medium
TK00846,CUST0608,2023-09-03,Billing Question,Low
TK00847,CUST0609,2024-06-25,Bug Report,Medium
TK00848,CUST0609,2024-06-07,Billing Question,Low
TK00849,CUST0610,2023-10-23,Feature Request,High
TK00850,CUST0610,2024-01-14,Complaint,Medium
TK00851,CUST0611,2024-05-26,Bug Report,Medium
TK00852,CUST0612,2023-10-13,Feature Request,High
TK00853,CUST0613,2024-04-21,Billing Question,Low
TK00854,CUST0613,2024-04-16,Complaint,Medium
TK00855,CUST0615,2024-04-06,Billing Question,Low
TK00856,CUST0616,2024-06-21,Complaint,Medium
TK00857,CUST0617,2024-02-22,Billing Question,Medium
TK00858,CUST0617,2023-08-03,Feature Request,Low
TK00859,CUST0618,2024-03-20,Feature Request,High
TK00860,CUST0618,2023-09-05,Bug Report,Low
TK00861,CUST0619,2024-03-26,Complaint,Low
TK00862,CUST0620,2024-02-22,Bug Report,Low
TK00863,CUST0627,2023-06-04,Complaint,Medium
TK00864,CUST0627,2023-08-19,Bug Report,Low
TK00865,CUST0631,2023-11-18,Bug Report,Medium
TK00866,CUST0631,2024-02-01,Bug Report,Low
TK00867,CUST0632,2024-03-25,Billing Question,High
TK00868,CUST0633,2024-05-18,Bug Report,Medium
TK00869,CUST0633,2024-04-20,Complaint,Low
TK00870,CUST0636,2023-11-26,Feature Request,Medium
TK00871,CUST0636,2023-10-19,Complaint,Low
TK00872,CUST0637,2024-04-01,Complaint,Medium
TK00873,CUST0639,2023-05-31,Complaint,Low
TK00874,CUST0639,2023-09-15,Bug Report,Low
TK00875,CUST0640,2023-05-24,Feature Request,Low
TK00876,CUST0640,2023-08-24,Billing Question,High
TK00877,CUST0640,2023-12-04,Bug Report,Low
TK00878,CUST0641,2024-04-18,Complaint,Low
TK00879,CUST0641,2024-06-10,Bug Report,Medium
TK00880,CUST0642,2023-04-18,Bug Report,Medium
TK00881,CUST0643,2024-02-05,Bug Report,Low
TK00882,CUST0643,2024-04-08,Complaint,Medium
TK00883,CUST0644,2024-04-23,Feature Request,Low
TK00884,CUST0644,2024-06-26,Bug Report,Low
TK00885,CUST0645,2023-08-26,Feature Request,Low
TK00886,CUST0645,2023-07-15,Complaint,Medium
TK00887,CUST0646,2023-12-18,Feature Request,High
TK00888,CUST0647,2023-03-17,Complaint,Medium
TK00889,CUST0648,2024-05-19,Complaint,Medium
TK00890,CUST0649,2023-12-15,Complaint,Low
TK00891,CUST0650,2023-08-22,Complaint,Low
TK00892,CUST0651,2023-08-22,Bug Report,Medium
TK00893,CUST0651,2023-07-23,Complaint,High
TK00894,CUST0651,2023-06-23,Complaint,High
TK00895,CUST0651,2023-04-16,Complaint,Medium
TK00896,CUST0651,2023-06-27,Complaint,Medium
TK00897,CUST0652,2024-01-04,Bug Report,Medium
TK00898,CUST0652,2023-12-01,Bug Report,High
TK00899,CUST0652,2024-01-04,Complaint,High
TK00900,CUST0652,2023-10-23,Bug Report,High
TK00901,CUST0655,2023-06-30,Bug Report,Medium
TK00902,CUST0655,2023-09-01,Billing Question,Low
TK00903,CUST0655,2024-03-07,Complaint,Low
TK00904,CUST0656,2023-07-05,Bug Report,Medium
TK00905,CUST0656,2023-05-06,Complaint,High
TK00906,CUST0656,2023-05-17,Complaint,Medium
TK00907,CUST0656,2023-06-20,Complaint,Medium
TK00908,CUST0656,2023-03-28,Complaint,Low
TK00909,CUST0656,2023-07-13,Complaint,Medium
TK00910,CUST0656,2023-08-10,Billing Question,Low
TK00911,CUST0656,2023-08-26,Complaint,High
TK00912,CUST0657,2024-05-21,Feature Request,Low
TK00913,CUST0658,2023-06-26,Billing Question,Medium
TK00914,CUST0658,2023-07-14,Bug Report,Low
TK00915,CUST0659,2023-12-20,Bug Report,High
TK00916,CUST0660,2024-06-02,Bug Report,High
TK00917,CUST0660,2024-06-08,Complaint,Low
TK00918,CUST0660,2024-05-24,Complaint,Low
TK00919,CUST0661,2024-01-10,Billing Question,Low
TK00920,CUST0661,2023-05-19,Bug Report,High
TK00921,CUST0661,2023-06-27,Feature Request,Medium
TK00922,CUST0662,2023-05-13,Feature Request,Low
TK00923,CUST0665,2023-10-28,Feature Request,Low
TK00924,CUST0667,2023-08-24,Billing Question,Low
TK00925,CUST0667,2023-05-04,Complaint,Medium
TK00926,CUST0667,2024-02-26,Feature Request,Low
TK00927,CUST0668,2023-10-13,Bug Report,Medium
TK00928,CUST0668,2023-09-02,Feature Request,Low
TK00929,CUST0669,2023-10-24,Bug Report,Medium
TK00930,CUST0669,2023-12-11,Feature Request,Medium
TK00931,CUST0670,2024-03-06,Feature Request,Medium
TK00932,CUST0670,2023-11-10,Complaint,Medium
TK00933,CUST0670,2023-09-09,Billing Question,Medium
TK00934,CUST0670,2024-05-25,Complaint,Medium
TK00935,CUST0671,2024-04-07,Bug Report,Low
TK00936,CUST0672,2023-09-03,Feature Request,Low
TK00937,CUST0673,2024-01-02,Billing Question,Medium
TK00938,CUST0673,2024-05-23,Billing Question,Medium
TK00939,CUST0673,2024-05-27,Complaint,High
TK00940,CUST0674,2024-03-26,Bug Report,Medium
TK00941,CUST0674,2024-02-03,Feature Request,Low
TK00942,CUST0675,2024-03-16,Bug Report,Low
TK00943,CUST0677,2023-02-06,Feature Request,Low
TK00944,CUST0677,2023-04-12,Billing Question,Low
TK00945,CUST0678,2024-01-03,Feature Request,Low
TK00946,CUST0682,2024-06-01,Feature Request,Low
TK00947,CUST0684,2024-04-06,Billing Question,Low
TK00948,CUST0685,2023-08-17,Billing Question,Low
TK00949,CUST0685,2024-01-30,Billing Question,Medium
TK00950,CUST0686,2023-12-07,Billing Question,Low
TK00951,CUST0687,2023-06-22,Billing Question,Medium
TK00952,CUST0689,2024-03-16,Feature Request,Low
TK00953,CUST0689,2024-04-24,Bug Report,Low
TK00954,CUST0689,2023-10-30,Bug Report,Medium
TK00955,CUST0689,2024-01-14,Complaint,Medium
TK00956,CUST0690,2024-02-06,Bug Report,Medium
TK00957,CUST0692,2024-05-18,Feature Request,Medium
TK00958,CUST0692,2024-05-03,Complaint,Medium
TK00959,CUST0693,2023-07-21,Feature Request,Low
TK00960,CUST0693,2023-08-01,Feature Request,Low
TK00961,CUST0694,2023-08-01,Billing Question,Low
TK00962,CUST0694,2023-05-21,Complaint,Low
TK00963,CUST0694,2023-11-28,Bug Report,Low
TK00964,CUST0695,2024-04-13,Complaint,Medium
TK00965,CUST0698,2024-05-01,Billing Question,Low
TK00966,CUST0698,2024-02-24,Bug Report,Medium
TK00967,CUST0698,2024-04-02,Complaint,Low
TK00968,CUST0699,2023-07-14,Bug Report,High
TK00969,CUST0699,2023-07-30,Billing Question,Low
TK00970,CUST0699,2023-06-04,Billing Question,High
TK00971,CUST0699,2023-06-03,Bug Report,Medium
TK00972,CUST0699,2023-07-29,Bug Report,High
TK00973,CUST0699,2023-08-23,Bug Report,Medium
TK00974,CUST0700,2024-04-30,Complaint,Low
TK00975,CUST0700,2024-05-15,Feature Request,Low
